"","bio_var","Class1","Class2","Class3"
"9695","OG0011659",NA,NA,NA
"9696","OG0011660",NA,NA,NA
"9697","OG0011661",NA,NA,NA
"9698","OG0011662",NA,NA,NA
"9699","OG0011663",NA,NA,NA
"9700","OG0011664",NA,NA,NA
"9701","OG0011665",NA,NA,NA
"9703","OG0011668",NA,NA,NA
"9704","OG0011669",NA,NA,NA
"9705","OG0011670",NA,NA,NA
"9706","OG0011672",NA,NA,NA
"9707","OG0011673",NA,NA,NA
"9708","OG0011674",NA,NA,NA
"9712","OG0011678",NA,NA,NA
"9713","OG0011679",NA,NA,NA
"9714","OG0011680","cell wall development",NA,"cellulose biosynthesis"
"9715","OG0011681",NA,NA,NA
"9716","OG0011682",NA,NA,NA
"9717","OG0011683",NA,NA,NA
"9718","OG0011684",NA,NA,NA
"9721","OG0011688",NA,NA,NA
"9723","OG0011690",NA,NA,NA
"9725","OG0011692",NA,NA,NA
"9726","OG0011693",NA,NA,NA
"9727","OG0011694",NA,NA,NA
"9729","OG0011696",NA,NA,NA
"9730","OG0011697",NA,NA,NA
"9731","OG0011698",NA,NA,NA
"9732","OG0011699",NA,NA,NA
"9734","OG0011701",NA,NA,NA
"9735","OG0011703",NA,NA,NA
"9737","OG0011706",NA,NA,NA
"9738","OG0011708",NA,NA,NA
"9740","OG0011711",NA,NA,NA
"9741","OG0011712",NA,NA,NA
"9743","OG0011714",NA,NA,NA
"9744","OG0011715",NA,NA,NA
"9745","OG0011716",NA,NA,NA
"9746","OG0011718",NA,NA,NA
"9747","OG0011719","photosynthesis",NA,NA
"9748","OG0011720",NA,NA,NA
"9750","OG0011723",NA,NA,NA
"9752","OG0011725",NA,NA,NA
"9754","OG0011728",NA,NA,NA
"9755","OG0011729",NA,NA,NA
"9756","OG0011731",NA,NA,NA
"9757","OG0011732",NA,NA,NA
"9758","OG0011733",NA,NA,NA
"9759","OG0011734","TF","HSF",NA
"9760","OG0011735",NA,NA,NA
"9761","OG0011736",NA,NA,NA
"9762","OG0011737",NA,NA,NA
"9763","OG0011738",NA,NA,NA
"9764","OG0011740",NA,NA,NA
"9766","OG0011743",NA,NA,NA
"9767","OG0011744",NA,NA,NA
"9768","OG0011745",NA,NA,NA
"9769","OG0011747",NA,NA,NA
"9770","OG0011748",NA,NA,NA
"9771","OG0011749",NA,NA,NA
"9772","OG0011750",NA,NA,NA
"9773","OG0011751",NA,NA,NA
"9774","OG0011753","TF","Whirly",NA
"9776","OG0011755",NA,NA,NA
"9779","OG0011760",NA,NA,NA
"9781","OG0011763",NA,NA,NA
"9784","OG0011766","TF","TALE",NA
"9785","OG0011767",NA,NA,NA
"9786","OG0011768",NA,NA,NA
"9787","OG0011769",NA,NA,NA
"9788","OG0011770",NA,NA,NA
"9789","OG0011771",NA,NA,NA
"9791","OG0011773","cell wall development",NA,"cell wall expansion"
"9792","OG0011774",NA,NA,NA
"9793","OG0011775",NA,NA,NA
"9794","OG0011776",NA,NA,NA
"9795","OG0011777",NA,NA,NA
"9796","OG0011778",NA,NA,NA
"9797","OG0011779",NA,NA,NA
"9798","OG0011780",NA,NA,NA
"9799","OG0011781",NA,NA,NA
"9800","OG0011782",NA,NA,NA
"9801","OG0011783",NA,NA,NA
"9803","OG0011785",NA,NA,NA
"9804","OG0011786",NA,NA,NA
"9806","OG0011788",NA,NA,NA
"9808","OG0011791",NA,NA,NA
"9809","OG0011792",NA,NA,NA
"9810","OG0011793",NA,NA,NA
"9812","OG0011796",NA,NA,NA
"9814","OG0011798",NA,NA,NA
"9815","OG0011799",NA,NA,NA
"9816","OG0011800",NA,NA,NA
"9818","OG0011802",NA,NA,NA
"9821","OG0011805",NA,NA,NA
"9824","OG0011809",NA,NA,NA
"9826","OG0011811",NA,NA,NA
"9827","OG0011812",NA,NA,NA
"9828","OG0011813",NA,NA,NA
"9829","OG0011814",NA,NA,NA
"9830","OG0011815",NA,NA,NA
"9831","OG0011817","TF","WRKY",NA
"9833","OG0011819",NA,NA,NA
"9836","OG0011823",NA,NA,NA
"9837","OG0011824",NA,NA,NA
"9838","OG0011825",NA,NA,NA
"9839","OG0011826",NA,NA,NA
"9840","OG0011827",NA,NA,NA
"9841","OG0011828",NA,NA,NA
"9842","OG0011829",NA,NA,NA
"9843","OG0011830",NA,NA,NA
"9844","OG0011831",NA,NA,NA
"9848","OG0011836",NA,NA,NA
"9850","OG0011838",NA,NA,NA
"9851","OG0011839",NA,NA,NA
"9852","OG0011840",NA,NA,NA
"9853","OG0011841",NA,NA,NA
"9854","OG0011842",NA,NA,NA
"9856","OG0011844",NA,NA,NA
"9857","OG0011845","photosynthesis","C4 cycle",NA
"9858","OG0011846",NA,NA,NA
"9859","OG0011847",NA,NA,NA
"9861","OG0011850","TF","C2H2",NA
"9862","OG0011851",NA,NA,NA
"9863","OG0011853","photosynthesis",NA,NA
"9864","OG0011854",NA,NA,NA
"9865","OG0011855",NA,NA,NA
"9868","OG0011858",NA,NA,NA
"9869","OG0011859",NA,NA,NA
"9870","OG0011860",NA,NA,NA
"9871","OG0011862",NA,NA,NA
"9873","OG0011864",NA,NA,NA
"9874","OG0011865",NA,NA,NA
"9875","OG0011866",NA,NA,NA
"9876","OG0011867",NA,NA,NA
"9879","OG0011871",NA,NA,NA
"9880","OG0011872",NA,NA,NA
"9882","OG0011875","photosynthesis",NA,NA
"9883","OG0011876",NA,NA,NA
"9885","OG0011878",NA,NA,NA
"9886","OG0011879",NA,NA,NA
"9888","OG0011883",NA,NA,NA
"9889","OG0011885",NA,NA,NA
"9891","OG0011888","cell wall development",NA,"cell wall expansion"
"9892","OG0011889",NA,NA,NA
"9893","OG0011890",NA,NA,NA
"9894","OG0011891",NA,NA,NA
"9895","OG0011892",NA,NA,NA
"9896","OG0011893",NA,NA,NA
"9897","OG0011894",NA,NA,NA
"9899","OG0011897",NA,NA,NA
"9900","OG0011899",NA,NA,NA
"9901","OG0011900",NA,NA,NA
"9902","OG0011901",NA,NA,NA
"9903","OG0011902",NA,NA,NA
"9904","OG0011903",NA,NA,NA
"9906","OG0011905",NA,NA,NA
"9908","OG0011907",NA,NA,NA
"9909","OG0011908",NA,NA,NA
"9910","OG0011910",NA,NA,NA
"9911","OG0011911",NA,NA,NA
"9912","OG0011912",NA,NA,NA
"9913","OG0011913",NA,NA,NA
"9914","OG0011914",NA,NA,NA
"9915","OG0011916",NA,NA,NA
"9916","OG0011917","photosynthesis",NA,NA
"9917","OG0011918",NA,NA,NA
"9918","OG0011919",NA,NA,NA
"9920","OG0011921",NA,NA,NA
"9922","OG0011923",NA,NA,NA
"9923","OG0011924",NA,NA,NA
"9924","OG0011925","TF","bZIP",NA
"9926","OG0011927",NA,NA,NA
"9927","OG0011928",NA,NA,NA
"9928","OG0011929",NA,NA,NA
"9929","OG0011930",NA,NA,NA
"9930","OG0011932",NA,NA,NA
"9931","OG0011933","TF","YABBY",NA
"9932","OG0011934",NA,NA,NA
"9933","OG0011935",NA,NA,NA
"9934","OG0011936","photosynthesis",NA,NA
"9935","OG0011937",NA,NA,NA
"9937","OG0011940",NA,NA,NA
"9938","OG0011941",NA,NA,NA
"9939","OG0011942",NA,NA,NA
"9940","OG0011943",NA,NA,NA
"9941","OG0011945",NA,NA,NA
"9943","OG0011947",NA,NA,NA
"9944","OG0011948",NA,NA,NA
"9947","OG0011952",NA,NA,NA
"9948","OG0011953",NA,NA,NA
"9949","OG0011954",NA,NA,NA
"9950","OG0011955","cell wall development",NA,"cell wall expansion"
"9952","OG0011957",NA,NA,NA
"9953","OG0011958",NA,NA,NA
"9956","OG0011961",NA,NA,NA
"9957","OG0011962",NA,NA,NA
"9958","OG0011963",NA,NA,NA
"9959","OG0011964",NA,NA,NA
"9960","OG0011965",NA,NA,NA
"9963","OG0011969",NA,NA,NA
"9965","OG0011971",NA,NA,NA
"9966","OG0011972",NA,NA,NA
"9968","OG0011974",NA,NA,NA
"9969","OG0011975",NA,NA,NA
"9970","OG0011976",NA,NA,NA
"9971","OG0011977",NA,NA,NA
"9973","OG0011979",NA,NA,NA
"9974","OG0011981",NA,NA,NA
"9975","OG0011982",NA,NA,NA
"9976","OG0011983",NA,NA,NA
"9977","OG0011984",NA,NA,NA
"9979","OG0011986",NA,NA,NA
"9980","OG0011987",NA,NA,NA
"9981","OG0011988",NA,NA,NA
"9982","OG0011989",NA,NA,NA
"9983","OG0011990",NA,NA,NA
"9985","OG0011992",NA,NA,NA
"9986","OG0011993",NA,NA,NA
"9987","OG0011994",NA,NA,NA
"9989","OG0011996",NA,NA,NA
"9990","OG0011997","TF","MIKC_MADS",NA
"9992","OG0012000",NA,NA,NA
"9993","OG0012001",NA,NA,NA
"9995","OG0012003",NA,NA,NA
"9996","OG0012004",NA,NA,NA
"9997","OG0012005",NA,NA,NA
"9998","OG0012006",NA,NA,NA
"9999","OG0012007",NA,NA,NA
"10000","OG0012008",NA,NA,NA
"10001","OG0012010",NA,NA,NA
"10003","OG0012012",NA,NA,NA
"10004","OG0012014",NA,NA,NA
"10005","OG0012015",NA,NA,NA
"10006","OG0012016",NA,NA,NA
"10007","OG0012017","photosynthesis",NA,NA
"10008","OG0012018",NA,NA,NA
"10009","OG0012019",NA,NA,NA
"10012","OG0012022",NA,NA,NA
"10014","OG0012024",NA,NA,NA
"10015","OG0012025",NA,NA,NA
"10016","OG0012026",NA,NA,NA
"10018","OG0012028",NA,NA,NA
"10020","OG0012030",NA,NA,NA
"10021","OG0012031",NA,NA,NA
"10022","OG0012032",NA,NA,NA
"10023","OG0012033",NA,NA,NA
"10024","OG0012034",NA,NA,NA
"10025","OG0012035",NA,NA,NA
"10026","OG0012036",NA,NA,NA
"10027","OG0012037",NA,NA,NA
"10028","OG0012038",NA,NA,NA
"10030","OG0012040",NA,NA,NA
"10031","OG0012041",NA,NA,NA
"10032","OG0012042",NA,NA,NA
"10033","OG0012043",NA,NA,NA
"10034","OG0012044",NA,NA,NA
"10035","OG0012045",NA,NA,NA
"10036","OG0012046",NA,NA,NA
"10037","OG0012047",NA,NA,NA
"10039","OG0012049",NA,NA,NA
"10040","OG0012050",NA,NA,NA
"10041","OG0012051",NA,NA,NA
"10042","OG0012052",NA,NA,NA
"10043","OG0012053",NA,NA,NA
"10044","OG0012054",NA,NA,NA
"10045","OG0012055",NA,NA,NA
"10047","OG0012057",NA,NA,NA
"10049","OG0012059",NA,NA,NA
"10050","OG0012060",NA,NA,NA
"10054","OG0012065",NA,NA,NA
"10055","OG0012066",NA,NA,NA
"10057","OG0012068","TF","GRAS","VB development"
"10058","OG0012069",NA,NA,NA
"10059","OG0012070","TF","bHLH",NA
"10060","OG0012071",NA,NA,NA
"10061","OG0012072",NA,NA,NA
"10062","OG0012073",NA,NA,NA
"10063","OG0012074",NA,NA,NA
"10064","OG0012075",NA,NA,NA
"10065","OG0012076",NA,NA,NA
"10066","OG0012078",NA,NA,NA
"10068","OG0012080",NA,NA,NA
"10069","OG0012081",NA,NA,NA
"10070","OG0012082",NA,NA,NA
"10071","OG0012083",NA,NA,NA
"10072","OG0012085",NA,NA,NA
"10073","OG0012086",NA,NA,NA
"10074","OG0012087",NA,NA,NA
"10075","OG0012088",NA,NA,NA
"10076","OG0012089",NA,NA,NA
"10078","OG0012091","cell wall development",NA,"lignin biosynthesis"
"10080","OG0012094",NA,NA,NA
"10081","OG0012095",NA,NA,NA
"10082","OG0012096",NA,NA,NA
"10083","OG0012097",NA,NA,NA
"10084","OG0012098",NA,NA,NA
"10085","OG0012099",NA,NA,NA
"10086","OG0012100",NA,NA,NA
"10087","OG0012101",NA,NA,NA
"10088","OG0012102",NA,NA,NA
"10089","OG0012103",NA,NA,NA
"10090","OG0012104",NA,NA,NA
"10091","OG0012105",NA,NA,NA
"10092","OG0012106",NA,NA,NA
"10093","OG0012107",NA,NA,NA
"10094","OG0012108",NA,NA,NA
"10096","OG0012110",NA,NA,NA
"10097","OG0012111",NA,NA,NA
"10098","OG0012112",NA,NA,NA
"10099","OG0012113",NA,NA,NA
"10100","OG0012114",NA,NA,NA
"10101","OG0012115",NA,NA,NA
"10104","OG0012120",NA,NA,NA
"10105","OG0012121",NA,NA,NA
"10106","OG0012122",NA,NA,NA
"10108","OG0012124",NA,NA,NA
"10109","OG0012125",NA,NA,NA
"10111","OG0012127",NA,NA,NA
"10113","OG0012129",NA,NA,NA
"10114","OG0012130",NA,NA,NA
"10116","OG0012132",NA,NA,NA
"10117","OG0012133",NA,NA,NA
"10118","OG0012136",NA,NA,NA
"10119","OG0012137",NA,NA,NA
"10120","OG0012138",NA,NA,NA
"10121","OG0012139",NA,NA,NA
"10122","OG0012140",NA,NA,NA
"10123","OG0012141",NA,NA,NA
"10124","OG0012142",NA,NA,NA
"10126","OG0012144",NA,NA,NA
"10127","OG0012145",NA,NA,NA
"10128","OG0012146",NA,NA,NA
"10130","OG0012148","TF","bZIP",NA
"10131","OG0012149",NA,NA,NA
"10133","OG0012151",NA,NA,NA
"10135","OG0012153",NA,NA,NA
"10136","OG0012154",NA,NA,NA
"10137","OG0012155",NA,NA,NA
"10139","OG0012157",NA,NA,NA
"10140","OG0012159",NA,NA,NA
"10141","OG0012160",NA,NA,NA
"10142","OG0012161",NA,NA,NA
"10144","OG0012163",NA,NA,NA
"10145","OG0012164",NA,NA,NA
"10146","OG0012165",NA,NA,NA
"10148","OG0012167",NA,NA,NA
"10149","OG0012168",NA,NA,NA
"10150","OG0012169",NA,NA,NA
"10151","OG0012170",NA,NA,NA
"10152","OG0012172",NA,NA,NA
"10153","OG0012173",NA,NA,NA
"10154","OG0012174",NA,NA,NA
"10156","OG0012177",NA,NA,NA
"10158","OG0012179",NA,NA,NA
"10159","OG0012180",NA,NA,NA
"10160","OG0012181",NA,NA,NA
"10161","OG0012182",NA,NA,NA
"10162","OG0012183",NA,NA,NA
"10163","OG0012184","TF","G2-like","VB development"
"10164","OG0012185",NA,NA,NA
"10166","OG0012187",NA,NA,NA
"10167","OG0012188",NA,NA,NA
"10168","OG0012189",NA,NA,NA
"10169","OG0012191",NA,NA,NA
"10170","OG0012192",NA,NA,NA
"10171","OG0012194",NA,NA,NA
"10172","OG0012196",NA,NA,NA
"10173","OG0012197",NA,NA,NA
"10174","OG0012198",NA,NA,NA
"10176","OG0012200",NA,NA,NA
"10177","OG0012201",NA,NA,NA
"10178","OG0012202",NA,NA,NA
"10179","OG0012203",NA,NA,NA
"10180","OG0012204",NA,NA,NA
"10182","OG0012206",NA,NA,NA
"10183","OG0012207",NA,NA,NA
"10184","OG0012208",NA,NA,NA
"10186","OG0012210",NA,NA,NA
"10187","OG0012211",NA,NA,NA
"10188","OG0012212","photosynthesis",NA,NA
"10190","OG0012214",NA,NA,NA
"10191","OG0012215","TF","bHLH",NA
"10192","OG0012216",NA,NA,NA
"10193","OG0012217",NA,NA,NA
"10194","OG0012218",NA,NA,NA
"10195","OG0012219",NA,NA,NA
"10196","OG0012220",NA,NA,NA
"10197","OG0012221",NA,NA,NA
"10198","OG0012222","TF","bHLH",NA
"10199","OG0012223",NA,NA,NA
"10200","OG0012224",NA,NA,NA
"10201","OG0012225",NA,NA,NA
"10202","OG0012226","plastid development",NA,"plastid development"
"10203","OG0012227",NA,NA,NA
"10204","OG0012228",NA,NA,NA
"10205","OG0012229",NA,NA,NA
"10207","OG0012231",NA,NA,NA
"10208","OG0012232",NA,NA,NA
"10209","OG0012233",NA,NA,NA
"10210","OG0012234",NA,NA,NA
"10211","OG0012235",NA,NA,NA
"10212","OG0012236",NA,NA,NA
"10214","OG0012239",NA,NA,NA
"10215","OG0012240",NA,NA,NA
"10216","OG0012241",NA,NA,NA
"10217","OG0012243",NA,NA,NA
"10218","OG0012244",NA,NA,NA
"10220","OG0012247",NA,NA,NA
"10221","OG0012248",NA,NA,NA
"10222","OG0012249",NA,NA,NA
"10223","OG0012250",NA,NA,NA
"10224","OG0012251",NA,NA,NA
"10225","OG0012252",NA,NA,NA
"10226","OG0012253",NA,NA,NA
"10227","OG0012254",NA,NA,NA
"10228","OG0012255",NA,NA,NA
"10229","OG0012256",NA,NA,NA
"10230","OG0012257",NA,NA,NA
"10231","OG0012258",NA,NA,NA
"10232","OG0012259",NA,NA,NA
"10233","OG0012260",NA,NA,NA
"10234","OG0012261",NA,NA,NA
"10235","OG0012262",NA,NA,NA
"10238","OG0012265",NA,NA,NA
"10239","OG0012267","photosynthesis","CBB cycle",NA
"10240","OG0012268",NA,NA,NA
"10244","OG0012273",NA,NA,NA
"10245","OG0012274",NA,NA,NA
"10246","OG0012275",NA,NA,NA
"10247","OG0012276",NA,NA,NA
"10249","OG0012278",NA,NA,NA
"10250","OG0012279",NA,NA,NA
"10251","OG0012280",NA,NA,NA
"10252","OG0012281",NA,NA,NA
"10253","OG0012282",NA,NA,NA
"10254","OG0012283",NA,NA,NA
"10255","OG0012285",NA,NA,NA
"10256","OG0012286",NA,NA,NA
"10257","OG0012288",NA,NA,NA
"10258","OG0012289","TF","GeBP",NA
"10259","OG0012290",NA,NA,NA
"10260","OG0012291",NA,NA,NA
"10261","OG0012292",NA,NA,NA
"10262","OG0012293",NA,NA,NA
"10263","OG0012294","photosynthesis","C4 cycle",NA
"10264","OG0012295","TF","ARF",NA
"10265","OG0012296","TF","EIL",NA
"10267","OG0012298","photosynthesis",NA,NA
"10268","OG0012299",NA,NA,NA
"10270","OG0012301","photosynthesis",NA,NA
"10271","OG0012302",NA,NA,NA
"10273","OG0012304",NA,NA,NA
"10275","OG0012307",NA,NA,NA
"10276","OG0012308",NA,NA,NA
"10277","OG0012309",NA,NA,NA
"10278","OG0012310",NA,NA,NA
"10280","OG0012312",NA,NA,NA
"10281","OG0012313",NA,NA,NA
"10282","OG0012314",NA,NA,NA
"10283","OG0012315",NA,NA,NA
"10285","OG0012317","TF","WRKY",NA
"10286","OG0012318",NA,NA,NA
"10287","OG0012319",NA,NA,NA
"10290","OG0012322",NA,NA,NA
"10291","OG0012323",NA,NA,NA
"10292","OG0012324",NA,NA,NA
"10293","OG0012325",NA,NA,NA
"10294","OG0012326",NA,NA,NA
"10295","OG0012327","TF","GRAS",NA
"10296","OG0012328",NA,NA,NA
"10297","OG0012329",NA,NA,NA
"10298","OG0012330",NA,NA,NA
"10299","OG0012331",NA,NA,NA
"10300","OG0012332",NA,NA,NA
"10301","OG0012334",NA,NA,NA
"10302","OG0012335","TF","bZIP",NA
"10303","OG0012336",NA,NA,NA
"10304","OG0012337",NA,NA,NA
"10305","OG0012338","TF","MIKC_MADS",NA
"10306","OG0012339",NA,NA,NA
"10307","OG0012340",NA,NA,NA
"10308","OG0012341",NA,NA,NA
"10309","OG0012342",NA,NA,NA
"10311","OG0012345",NA,NA,NA
"10312","OG0012347",NA,NA,NA
"10313","OG0012348",NA,NA,NA
"10314","OG0012349",NA,NA,NA
"10315","OG0012350",NA,NA,NA
"10317","OG0012352",NA,NA,NA
"10318","OG0012353",NA,NA,NA
"10319","OG0012354",NA,NA,NA
"10320","OG0012355",NA,NA,NA
"10321","OG0012356",NA,NA,NA
"10322","OG0012357",NA,NA,NA
"10323","OG0012358",NA,NA,NA
"10324","OG0012359",NA,NA,NA
"10325","OG0012360",NA,NA,NA
"10326","OG0012361","TF","Dof",NA
"10327","OG0012362",NA,NA,NA
"10328","OG0012363",NA,NA,NA
"10329","OG0012364",NA,NA,NA
"10330","OG0012366",NA,NA,NA
"10331","OG0012367",NA,NA,NA
"10332","OG0012368",NA,NA,NA
"10334","OG0012370",NA,NA,NA
"10335","OG0012371",NA,NA,NA
"10336","OG0012372","TF","Trihelix",NA
"10337","OG0012373",NA,NA,NA
"10338","OG0012374",NA,NA,NA
"10339","OG0012375",NA,NA,NA
"10340","OG0012376",NA,NA,NA
"10341","OG0012377","photosynthesis",NA,NA
"10342","OG0012378",NA,NA,NA
"10343","OG0012379",NA,NA,NA
"10344","OG0012380","plasmodesmata",NA,"plasmodesmata"
"10345","OG0012381",NA,NA,NA
"10346","OG0012382",NA,NA,NA
"10347","OG0012383",NA,NA,NA
"10348","OG0012384",NA,NA,NA
"10349","OG0012385",NA,NA,NA
"10350","OG0012386",NA,NA,NA
"10351","OG0012388",NA,NA,NA
"10352","OG0012389",NA,NA,NA
"10353","OG0012390",NA,NA,NA
"10354","OG0012391",NA,NA,NA
"10355","OG0012392",NA,NA,NA
"10357","OG0012394",NA,NA,NA
"10358","OG0012395",NA,NA,NA
"10359","OG0012396",NA,NA,NA
"10360","OG0012397",NA,NA,NA
"10361","OG0012398",NA,NA,NA
"10362","OG0012399",NA,NA,NA
"10364","OG0012402",NA,NA,NA
"10366","OG0012404",NA,NA,NA
"10367","OG0012405",NA,NA,NA
"10368","OG0012406",NA,NA,NA
"10369","OG0012407",NA,NA,NA
"10370","OG0012408",NA,NA,NA
"10371","OG0012409",NA,NA,NA
"10372","OG0012410",NA,NA,NA
"10373","OG0012411",NA,NA,NA
"10374","OG0012413",NA,NA,NA
"10375","OG0012414",NA,NA,NA
"10376","OG0012415",NA,NA,NA
"10377","OG0012416",NA,NA,NA
"10378","OG0012417",NA,NA,NA
"10379","OG0012418",NA,NA,NA
"10380","OG0012419","TF","WRKY",NA
"10381","OG0012420",NA,NA,NA
"10383","OG0012422",NA,NA,NA
"10384","OG0012423",NA,NA,NA
"10385","OG0012424","cell wall development",NA,"lignin biosynthesis"
"10386","OG0012425",NA,NA,NA
"10387","OG0012426",NA,NA,NA
"10388","OG0012428",NA,NA,NA
"10389","OG0012429",NA,NA,NA
"10390","OG0012430",NA,NA,NA
"10391","OG0012431",NA,NA,NA
"10392","OG0012432",NA,NA,NA
"10393","OG0012433",NA,NA,NA
"10395","OG0012436",NA,NA,NA
"10396","OG0012437",NA,NA,NA
"10397","OG0012438",NA,NA,NA
"10398","OG0012439",NA,NA,NA
"10400","OG0012442",NA,NA,NA
"10402","OG0012444","photosynthesis",NA,NA
"10403","OG0012445",NA,NA,NA
"10404","OG0012446",NA,NA,NA
"10407","OG0012449",NA,NA,NA
"10408","OG0012450",NA,NA,NA
"10409","OG0012451",NA,NA,NA
"10410","OG0012452",NA,NA,NA
"10411","OG0012453",NA,NA,NA
"10412","OG0012454",NA,NA,NA
"10413","OG0012455",NA,NA,NA
"10415","OG0012458",NA,NA,NA
"10416","OG0012459",NA,NA,NA
"10417","OG0012460",NA,NA,NA
"10418","OG0012462",NA,NA,NA
"10419","OG0012463",NA,NA,NA
"10420","OG0012464",NA,NA,NA
"10421","OG0012466",NA,NA,NA
"10422","OG0012467",NA,NA,NA
"10423","OG0012468",NA,NA,NA
"10424","OG0012469",NA,NA,NA
"10425","OG0012470",NA,NA,NA
"10426","OG0012472","TF","Dof",NA
"10427","OG0012473",NA,NA,NA
"10428","OG0012474",NA,NA,NA
"10430","OG0012476","TF","Dof",NA
"10432","OG0012478",NA,NA,NA
"10434","OG0012480",NA,NA,NA
"10435","OG0012481",NA,NA,NA
"10436","OG0012482",NA,NA,NA
"10438","OG0012485",NA,NA,NA
"10439","OG0012486",NA,NA,NA
"10440","OG0012487",NA,NA,NA
"10441","OG0012488",NA,NA,NA
"10442","OG0012489","TF","C2H2",NA
"10443","OG0012490",NA,NA,NA
"10444","OG0012491",NA,NA,NA
"10445","OG0012492",NA,NA,NA
"10446","OG0012493",NA,NA,NA
"10448","OG0012495",NA,NA,NA
"10449","OG0012496","photosynthesis",NA,NA
"10451","OG0012498",NA,NA,NA
"10452","OG0012499",NA,NA,NA
"10453","OG0012501",NA,NA,NA
"10455","OG0012503","cell wall development",NA,"lignin biosynthesis"
"10457","OG0012505",NA,NA,NA
"10458","OG0012506",NA,NA,NA
"10459","OG0012507",NA,NA,NA
"10460","OG0012508",NA,NA,NA
"10461","OG0012509",NA,NA,NA
"10462","OG0012510",NA,NA,NA
"10463","OG0012511",NA,NA,NA
"10465","OG0012513",NA,NA,NA
"10466","OG0012514",NA,NA,NA
"10468","OG0012516",NA,NA,NA
"10469","OG0012517",NA,NA,NA
"10470","OG0012518",NA,NA,NA
"10471","OG0012519",NA,NA,NA
"10472","OG0012520",NA,NA,NA
"10473","OG0012521",NA,NA,NA
"10474","OG0012522",NA,NA,NA
"10475","OG0012523",NA,NA,NA
"10476","OG0012524","cell wall development",NA,"cell wall expansion"
"10478","OG0012527","cell wall development",NA,"cell wall expansion"
"10479","OG0012528",NA,NA,NA
"10480","OG0012529",NA,NA,NA
"10481","OG0012530",NA,NA,NA
"10482","OG0012531",NA,NA,NA
"10485","OG0012536",NA,NA,NA
"10486","OG0012537",NA,NA,NA
"10488","OG0012539",NA,NA,NA
"10490","OG0012541","photosynthesis","photorespiration",NA
"10491","OG0012542",NA,NA,NA
"10493","OG0012544",NA,NA,NA
"10494","OG0012545",NA,NA,NA
"10495","OG0012546","TF","CAMTA",NA
"10496","OG0012547",NA,NA,NA
"10497","OG0012548",NA,NA,NA
"10498","OG0012549",NA,NA,NA
"10499","OG0012550",NA,NA,NA
"10500","OG0012551",NA,NA,NA
"10501","OG0012552",NA,NA,NA
"10502","OG0012553",NA,NA,NA
"10503","OG0012554",NA,NA,NA
"10504","OG0012555",NA,NA,NA
"10506","OG0012557",NA,NA,NA
"10507","OG0012558",NA,NA,NA
"10509","OG0012560",NA,NA,NA
"10510","OG0012561",NA,NA,NA
"10512","OG0012563",NA,NA,NA
"10513","OG0012564",NA,NA,NA
"10514","OG0012565",NA,NA,NA
"10515","OG0012566",NA,NA,NA
"10516","OG0012567",NA,NA,NA
"10517","OG0012568",NA,NA,NA
"10518","OG0012571","TF","ERF",NA
"10519","OG0012573",NA,NA,NA
"10520","OG0012575",NA,NA,NA
"10522","OG0012578",NA,NA,NA
"10525","OG0012581",NA,NA,NA
"10526","OG0012582",NA,NA,NA
"10527","OG0012583",NA,NA,NA
"10528","OG0012584",NA,NA,NA
"10530","OG0012586",NA,NA,NA
"10531","OG0012587",NA,NA,NA
"10532","OG0012588",NA,NA,NA
"10533","OG0012589",NA,NA,NA
"10534","OG0012590",NA,NA,NA
"10535","OG0012591",NA,NA,NA
"10537","OG0012593",NA,NA,NA
"10538","OG0012594",NA,NA,NA
"10539","OG0012595",NA,NA,NA
"10540","OG0012597","TF","MYB_related",NA
"10542","OG0012599",NA,NA,NA
"10543","OG0012600",NA,NA,NA
"10544","OG0012601",NA,NA,NA
"10545","OG0012602",NA,NA,NA
"10546","OG0012603",NA,NA,NA
"10547","OG0012604",NA,NA,NA
"10548","OG0012605",NA,NA,NA
"10549","OG0012606",NA,NA,NA
"10551","OG0012609",NA,NA,NA
"10552","OG0012610",NA,NA,NA
"10553","OG0012611",NA,NA,NA
"10555","OG0012613",NA,NA,NA
"10556","OG0012614",NA,NA,NA
"10557","OG0012616",NA,NA,NA
"10558","OG0012617",NA,NA,NA
"10559","OG0012618",NA,NA,NA
"10560","OG0012619",NA,NA,NA
"10561","OG0012620",NA,NA,NA
"10562","OG0012621",NA,NA,NA
"10563","OG0012622",NA,NA,NA
"10564","OG0012623",NA,NA,NA
"10565","OG0012624",NA,NA,NA
"10567","OG0012626","TF","G2-like",NA
"10568","OG0012627",NA,NA,NA
"10569","OG0012628",NA,NA,NA
"10571","OG0012630",NA,NA,NA
"10572","OG0012631",NA,NA,NA
"10573","OG0012632",NA,NA,NA
"10577","OG0012636",NA,NA,NA
"10578","OG0012637",NA,NA,NA
"10579","OG0012638",NA,NA,NA
"10582","OG0012641","TF","SBP",NA
"10584","OG0012643",NA,NA,NA
"10585","OG0012644",NA,NA,NA
"10586","OG0012645",NA,NA,NA
"10587","OG0012646",NA,NA,NA
"10590","OG0012650",NA,NA,NA
"10591","OG0012651",NA,NA,NA
"10592","OG0012652",NA,NA,NA
"10593","OG0012653",NA,NA,NA
"10594","OG0012654",NA,NA,NA
"10597","OG0012657",NA,NA,NA
"10598","OG0012658","TF","TCP",NA
