"","bio_var","Class1","Class2","Class3"
"2660","OG0003135",NA,NA,NA
"2661","OG0003137",NA,NA,NA
"2662","OG0003138",NA,NA,NA
"2663","OG0003139",NA,NA,NA
"2664","OG0003140",NA,NA,NA
"2665","OG0003141","TF","MIKC_MADS",NA
"2667","OG0003143",NA,NA,NA
"2668","OG0003144",NA,NA,NA
"2670","OG0003146",NA,NA,NA
"2671","OG0003147",NA,NA,NA
"2672","OG0003148",NA,NA,NA
"2673","OG0003149",NA,NA,NA
"2674","OG0003150",NA,NA,NA
"2675","OG0003151",NA,NA,NA
"2676","OG0003152",NA,NA,NA
"2677","OG0003153",NA,NA,NA
"2678","OG0003154",NA,NA,NA
"2679","OG0003155",NA,NA,NA
"2680","OG0003156",NA,NA,NA
"2681","OG0003157",NA,NA,NA
"2682","OG0003158",NA,NA,NA
"2683","OG0003159",NA,NA,NA
"2684","OG0003160",NA,NA,NA
"2685","OG0003162",NA,NA,NA
"2686","OG0003163",NA,NA,NA
"2687","OG0003164",NA,NA,NA
"2688","OG0003165","TF","GRAS",NA
"2689","OG0003166",NA,NA,NA
"2690","OG0003167",NA,NA,NA
"2691","OG0003168",NA,NA,NA
"2694","OG0003208",NA,NA,NA
"2695","OG0003209",NA,NA,NA
"2699","OG0003214","photosynthesis",NA,NA
"2702","OG0003218",NA,NA,NA
"2703","OG0003220",NA,NA,NA
"2704","OG0003221",NA,NA,NA
"2707","OG0003224","TF","GATA",NA
"2708","OG0003225",NA,NA,NA
"2710","OG0003227",NA,NA,NA
"2711","OG0003228",NA,NA,NA
"2713","OG0003230",NA,NA,NA
"2714","OG0003231",NA,NA,NA
"2715","OG0003232","cell wall development",NA,"cellulose biosynthesis"
"2717","OG0003234","cell wall development",NA,"cell wall expansion"
"2718","OG0003235",NA,NA,NA
"2720","OG0003237",NA,NA,NA
"2722","OG0003239",NA,NA,NA
"2725","OG0003243","TF","MYB",NA
"2726","OG0003244",NA,NA,NA
"2729","OG0003247",NA,NA,NA
"2730","OG0003248","cell wall development",NA,"cellulose biosynthesis"
"2732","OG0003250",NA,NA,NA
"2733","OG0003251",NA,NA,NA
"2734","OG0003252",NA,NA,NA
"2735","OG0003254","cell wall development",NA,"cellulose biosynthesis"
"2736","OG0003255",NA,NA,NA
"2738","OG0003257",NA,NA,NA
"2740","OG0003259","TF","NAC",NA
"2742","OG0003261",NA,NA,NA
"2744","OG0003263",NA,NA,NA
"2745","OG0003264",NA,NA,NA
"2747","OG0003268",NA,NA,NA
"2749","OG0003271","TF","bZIP",NA
"2750","OG0003272",NA,NA,NA
"2751","OG0003273",NA,NA,NA
"2752","OG0003274","TF","ERF",NA
"2753","OG0003276",NA,NA,NA
"2754","OG0003277","TF","ZF-HD",NA
"2756","OG0003279",NA,NA,NA
"2759","OG0003282",NA,NA,NA
"2760","OG0003283",NA,NA,NA
"2761","OG0003284",NA,NA,NA
"2762","OG0003285",NA,NA,NA
"2763","OG0003286",NA,NA,NA
"2765","OG0003288",NA,NA,NA
"2768","OG0003291",NA,NA,NA
"2769","OG0003292",NA,NA,NA
"2770","OG0003293",NA,NA,NA
"2771","OG0003294",NA,NA,NA
"2772","OG0003295",NA,NA,NA
"2773","OG0003296",NA,NA,NA
"2774","OG0003297",NA,NA,NA
"2776","OG0003300",NA,NA,NA
"2778","OG0003303",NA,NA,NA
"2779","OG0003304",NA,NA,NA
"2780","OG0003305",NA,NA,NA
"2782","OG0003308",NA,NA,NA
"2783","OG0003309",NA,NA,NA
"2785","OG0003311",NA,NA,NA
"2787","OG0003313",NA,NA,NA
"2788","OG0003315",NA,NA,NA
"2789","OG0003316",NA,NA,NA
"2792","OG0003320",NA,NA,NA
"2793","OG0003321",NA,NA,NA
"2794","OG0003322",NA,NA,NA
"2795","OG0003323",NA,NA,NA
"2796","OG0003325",NA,NA,NA
"2797","OG0003326",NA,NA,NA
"2799","OG0003328","TF","ERF",NA
"2800","OG0003329",NA,NA,NA
"2802","OG0003332","TF","GATA",NA
"2803","OG0003333",NA,NA,NA
"2805","OG0003335",NA,NA,NA
"2806","OG0003336",NA,NA,NA
"2807","OG0003337",NA,NA,NA
"2808","OG0003338","cell wall development",NA,"cell wall expansion"
"2809","OG0003339",NA,NA,NA
"2810","OG0003341",NA,NA,NA
"2811","OG0003342",NA,NA,NA
"2812","OG0003343",NA,NA,NA
"2813","OG0003344",NA,NA,NA
"2814","OG0003345",NA,NA,NA
"2815","OG0003346",NA,NA,NA
"2816","OG0003347",NA,NA,NA
"2817","OG0003348",NA,NA,NA
"2820","OG0003351",NA,NA,NA
"2821","OG0003352",NA,NA,NA
"2822","OG0003354","TF","WRKY",NA
"2824","OG0003356",NA,NA,NA
"2825","OG0003358",NA,NA,NA
"2826","OG0003359",NA,NA,NA
"2828","OG0003362",NA,NA,NA
"2829","OG0003363","TF","ZF-HD",NA
"2831","OG0003365",NA,NA,NA
"2832","OG0003366",NA,NA,NA
"2833","OG0003367",NA,NA,NA
"2836","OG0003370",NA,NA,NA
"2837","OG0003371",NA,NA,NA
"2838","OG0003372","TF","MIKC_MADS",NA
"2839","OG0003373","TF","bHLH",NA
"2840","OG0003374",NA,NA,NA
"2842","OG0003376",NA,NA,NA
"2843","OG0003377",NA,NA,NA
"2844","OG0003379","cell wall development",NA,"cellulose biosynthesis"
"2845","OG0003380",NA,NA,NA
"2846","OG0003381","TF","AP2",NA
"2847","OG0003382","TF","ERF",NA
"2849","OG0003384",NA,NA,NA
"2850","OG0003385",NA,NA,NA
"2851","OG0003386",NA,NA,NA
"2852","OG0003387",NA,NA,NA
"2853","OG0003389",NA,NA,NA
"2854","OG0003390",NA,NA,NA
"2855","OG0003391",NA,NA,NA
"2856","OG0003393",NA,NA,NA
"2858","OG0003395",NA,NA,NA
"2859","OG0003396",NA,NA,NA
"2860","OG0003397",NA,NA,NA
"2861","OG0003399",NA,NA,NA
"2863","OG0003402",NA,NA,NA
"2865","OG0003404",NA,NA,NA
"2867","OG0003406",NA,NA,NA
"2868","OG0003407",NA,NA,NA
"2869","OG0003408",NA,NA,NA
"2870","OG0003409",NA,NA,NA
"2871","OG0003411",NA,NA,NA
"2872","OG0003412",NA,NA,NA
"2873","OG0003413",NA,NA,NA
"2874","OG0003414",NA,NA,NA
"2875","OG0003415",NA,NA,NA
"2879","OG0003419",NA,NA,NA
"2880","OG0003420",NA,NA,NA
"2881","OG0003421",NA,NA,NA
"2882","OG0003422",NA,NA,NA
"2883","OG0003423",NA,NA,NA
"2885","OG0003425",NA,NA,NA
"2886","OG0003426",NA,NA,NA
"2887","OG0003427",NA,NA,NA
"2888","OG0003428","TF","WRKY",NA
"2889","OG0003429",NA,NA,NA
"2891","OG0003431",NA,NA,NA
"2892","OG0003432",NA,NA,NA
"2893","OG0003433",NA,NA,NA
"2894","OG0003434",NA,NA,NA
"2896","OG0003436",NA,NA,NA
"2897","OG0003437",NA,NA,NA
"2898","OG0003439","TF","C2H2",NA
"2899","OG0003440",NA,NA,NA
"2900","OG0003441",NA,NA,NA
"2901","OG0003442",NA,NA,NA
"2902","OG0003443",NA,NA,NA
"2903","OG0003444",NA,NA,NA
"2904","OG0003445",NA,NA,NA
"2905","OG0003446",NA,NA,NA
"2906","OG0003448",NA,NA,NA
"2907","OG0003449",NA,NA,NA
"2908","OG0003450",NA,NA,NA
"2909","OG0003451",NA,NA,NA
"2910","OG0003452",NA,NA,NA
"2912","OG0003454",NA,NA,NA
"2915","OG0003457",NA,NA,NA
"2916","OG0003458",NA,NA,NA
"2917","OG0003460",NA,NA,NA
"2919","OG0003462",NA,NA,NA
"2920","OG0003463",NA,NA,NA
"2921","OG0003464",NA,NA,NA
"2922","OG0003465",NA,NA,NA
"2923","OG0003466",NA,NA,NA
"2925","OG0003468",NA,NA,NA
"2926","OG0003469","photosynthesis",NA,NA
"2930","OG0003473",NA,NA,NA
"2931","OG0003474",NA,NA,NA
"2934","OG0003478",NA,NA,NA
"2936","OG0003481",NA,NA,NA
"2937","OG0003482",NA,NA,NA
"2938","OG0003483",NA,NA,NA
"2939","OG0003484",NA,NA,NA
"2940","OG0003485",NA,NA,NA
"2941","OG0003486",NA,NA,NA
"2943","OG0003488",NA,NA,NA
"2944","OG0003489",NA,NA,NA
"2947","OG0003492",NA,NA,NA
"2948","OG0003493","TF","MYB_related",NA
"2949","OG0003494",NA,NA,NA
"2951","OG0003496","TF","AP2",NA
"2952","OG0003497",NA,NA,NA
"2953","OG0003498",NA,NA,NA
"2954","OG0003499",NA,NA,NA
"2955","OG0003500",NA,NA,NA
"2956","OG0003501",NA,NA,NA
"2957","OG0003502",NA,NA,NA
"2960","OG0003505","TF","MYB_related",NA
"2961","OG0003506",NA,NA,NA
"2962","OG0003507",NA,NA,NA
"2964","OG0003509",NA,NA,NA
"2966","OG0003512","TF","HD-ZIP",NA
"2967","OG0003513",NA,NA,NA
"2968","OG0003514",NA,NA,NA
"2970","OG0003516",NA,NA,NA
"2971","OG0003517",NA,NA,NA
"2972","OG0003518",NA,NA,NA
"2973","OG0003519","photosynthesis","photorespiration",NA
"2974","OG0003520",NA,NA,NA
"2975","OG0003521",NA,NA,NA
"2976","OG0003522",NA,NA,NA
"2977","OG0003523","TF","HD-ZIP","VB development"
"2978","OG0003524",NA,NA,NA
"2979","OG0003525",NA,NA,NA
"2980","OG0003526",NA,NA,NA
"2981","OG0003527",NA,NA,NA
"2982","OG0003528",NA,NA,NA
"2983","OG0003529",NA,NA,NA
"2985","OG0003532",NA,NA,NA
"2986","OG0003533",NA,NA,NA
"2987","OG0003534",NA,NA,NA
"2988","OG0003535",NA,NA,NA
"2989","OG0003536",NA,NA,NA
"2990","OG0003537",NA,NA,NA
"2991","OG0003538",NA,NA,NA
"2993","OG0003540",NA,NA,NA
"2994","OG0003541",NA,NA,NA
"2995","OG0003542",NA,NA,NA
"2996","OG0003543",NA,NA,NA
"2997","OG0003544",NA,NA,NA
"2999","OG0003546",NA,NA,NA
"3000","OG0003547",NA,NA,NA
"3001","OG0003548","TF","ERF",NA
"3002","OG0003549",NA,NA,NA
"3003","OG0003550",NA,NA,NA
"3004","OG0003551",NA,NA,NA
"3005","OG0003552",NA,NA,NA
"3006","OG0003553",NA,NA,NA
"3007","OG0003554",NA,NA,NA
"3008","OG0003556",NA,NA,NA
"3009","OG0003557",NA,NA,NA
"3010","OG0003558",NA,NA,NA
"3012","OG0003561",NA,NA,NA
"3013","OG0003562",NA,NA,NA
"3014","OG0003563",NA,NA,NA
"3015","OG0003564",NA,NA,NA
"3016","OG0003565","cell wall development",NA,"lignin biosynthesis"
"3017","OG0003566",NA,NA,NA
"3018","OG0003567",NA,NA,NA
"3019","OG0003568",NA,NA,NA
"3021","OG0003570",NA,NA,NA
"3022","OG0003571",NA,NA,NA
"3023","OG0003573",NA,NA,NA
"3024","OG0003574","photosynthesis",NA,NA
"3026","OG0003576",NA,NA,NA
"3027","OG0003577",NA,NA,NA
"3029","OG0003580",NA,NA,NA
"3030","OG0003581",NA,NA,NA
"3031","OG0003582",NA,NA,NA
"3032","OG0003583",NA,NA,NA
"3033","OG0003584",NA,NA,NA
"3035","OG0003586",NA,NA,NA
"3036","OG0003587",NA,NA,NA
"3037","OG0003588","cell wall development",NA,"cell wall expansion"
"3038","OG0003589",NA,NA,NA
"3039","OG0003590",NA,NA,NA
"3040","OG0003591",NA,NA,NA
"3041","OG0003592","photosynthesis",NA,NA
"3042","OG0003593",NA,NA,NA
"3043","OG0003594",NA,NA,NA
"3046","OG0003641",NA,NA,NA
"3047","OG0003642",NA,NA,NA
"3048","OG0003643","photosynthesis",NA,NA
"3050","OG0003646",NA,NA,NA
"3052","OG0003649",NA,NA,NA
"3055","OG0003653",NA,NA,NA
"3056","OG0003654","photosynthesis","CBB cycle",NA
"3058","OG0003658",NA,NA,NA
"3061","OG0003661",NA,NA,NA
"3062","OG0003662",NA,NA,NA
"3063","OG0003663",NA,NA,NA
"3064","OG0003664",NA,NA,NA
"3065","OG0003665",NA,NA,NA
"3066","OG0003666",NA,NA,NA
"3068","OG0003669",NA,NA,NA
"3072","OG0003673",NA,NA,NA
"3074","OG0003675",NA,NA,NA
"3075","OG0003676",NA,NA,NA
"3076","OG0003677",NA,NA,NA
"3079","OG0003681",NA,NA,NA
"3080","OG0003682",NA,NA,NA
"3081","OG0003683",NA,NA,NA
"3082","OG0003685",NA,NA,NA
"3083","OG0003686","TF","ERF",NA
"3084","OG0003687",NA,NA,NA
"3086","OG0003689",NA,NA,NA
"3088","OG0003691",NA,NA,NA
"3089","OG0003692",NA,NA,NA
"3090","OG0003694",NA,NA,NA
"3091","OG0003696",NA,NA,NA
"3093","OG0003700",NA,NA,NA
"3095","OG0003702","TF","C2H2",NA
"3096","OG0003703",NA,NA,NA
"3097","OG0003704",NA,NA,NA
"3098","OG0003705",NA,NA,NA
"3099","OG0003709",NA,NA,NA
"3100","OG0003710",NA,NA,NA
"3101","OG0003711",NA,NA,NA
"3102","OG0003712",NA,NA,NA
"3103","OG0003713",NA,NA,NA
"3104","OG0003714",NA,NA,NA
"3105","OG0003715",NA,NA,NA
"3106","OG0003716",NA,NA,NA
"3110","OG0003721",NA,NA,NA
"3111","OG0003722",NA,NA,NA
"3115","OG0003726",NA,NA,NA
"3117","OG0003731",NA,NA,NA
"3118","OG0003732",NA,NA,NA
"3119","OG0003734",NA,NA,NA
"3120","OG0003735",NA,NA,NA
"3121","OG0003736",NA,NA,NA
"3122","OG0003737",NA,NA,NA
"3124","OG0003739",NA,NA,NA
"3126","OG0003741",NA,NA,NA
"3127","OG0003742",NA,NA,NA
"3128","OG0003743","cell wall development",NA,"lignin biosynthesis"
"3129","OG0003744",NA,NA,NA
"3130","OG0003745",NA,NA,NA
"3133","OG0003748",NA,NA,NA
"3134","OG0003749",NA,NA,NA
"3135","OG0003750",NA,NA,NA
"3136","OG0003751",NA,NA,NA
"3138","OG0003754",NA,NA,NA
"3142","OG0003759",NA,NA,NA
"3143","OG0003760",NA,NA,NA
"3145","OG0003762","cell wall development",NA,"lignin biosynthesis"
"3146","OG0003763",NA,NA,NA
"3147","OG0003764",NA,NA,NA
"3148","OG0003765",NA,NA,NA
"3149","OG0003766",NA,NA,NA
"3150","OG0003767","TF","NAC",NA
"3152","OG0003769",NA,NA,NA
"3153","OG0003770",NA,NA,NA
"3155","OG0003774",NA,NA,NA
"3157","OG0003777",NA,NA,NA
"3158","OG0003778",NA,NA,NA
"3159","OG0003779",NA,NA,NA
"3160","OG0003780",NA,NA,NA
"3161","OG0003781",NA,NA,NA
"3162","OG0003782",NA,NA,NA
"3166","OG0003786","TF","bHLH",NA
"3167","OG0003787",NA,NA,NA
"3169","OG0003789","cell wall development",NA,"cell wall expansion"
"3171","OG0003792","photosynthesis",NA,NA
"3173","OG0003794",NA,NA,NA
"3176","OG0003797","cell wall development",NA,"cellulose biosynthesis"
"3177","OG0003798",NA,NA,NA
"3178","OG0003799",NA,NA,NA
"3179","OG0003800",NA,NA,NA
"3180","OG0003801",NA,NA,NA
"3181","OG0003802",NA,NA,NA
"3182","OG0003804",NA,NA,NA
"3183","OG0003805",NA,NA,NA
"3184","OG0003807",NA,NA,NA
"3185","OG0003808","TF","bHLH",NA
"3187","OG0003810",NA,NA,NA
"3189","OG0003812",NA,NA,NA
"3190","OG0003813",NA,NA,NA
"3191","OG0003814",NA,NA,NA
"3192","OG0003815",NA,NA,NA
"3193","OG0003816",NA,NA,NA
"3194","OG0003817",NA,NA,NA
"3195","OG0003818",NA,NA,NA
"3196","OG0003819",NA,NA,NA
"3197","OG0003820",NA,NA,NA
"3200","OG0003823",NA,NA,NA
"3201","OG0003824",NA,NA,NA
"3202","OG0003825","cell wall development",NA,"cell wall expansion"
"3203","OG0003827",NA,NA,NA
"3204","OG0003828",NA,NA,NA
"3205","OG0003829",NA,NA,NA
"3207","OG0003831",NA,NA,NA
"3209","OG0003833",NA,NA,NA
"3210","OG0003834",NA,NA,NA
"3211","OG0003835",NA,NA,NA
"3212","OG0003836",NA,NA,NA
"3213","OG0003838",NA,NA,NA
"3214","OG0003839",NA,NA,NA
"3215","OG0003840","TF","GRAS",NA
"3216","OG0003841",NA,NA,NA
"3217","OG0003842",NA,NA,NA
"3218","OG0003843",NA,NA,NA
"3220","OG0003845","TF","MYB_related",NA
"3223","OG0003848",NA,NA,NA
"3226","OG0003851",NA,NA,NA
"3227","OG0003852",NA,NA,NA
"3228","OG0003853",NA,NA,NA
"3229","OG0003854",NA,NA,NA
"3231","OG0003857",NA,NA,NA
"3232","OG0003858",NA,NA,NA
"3233","OG0003859",NA,NA,NA
"3234","OG0003860",NA,NA,NA
"3235","OG0003861",NA,NA,NA
"3239","OG0003866","cell wall development",NA,"lignin biosynthesis"
"3243","OG0003870",NA,NA,NA
"3244","OG0003871",NA,NA,NA
"3245","OG0003872",NA,NA,NA
"3246","OG0003873",NA,NA,NA
"3247","OG0003874",NA,NA,NA
"3249","OG0003877",NA,NA,NA
"3250","OG0003878",NA,NA,NA
"3251","OG0003879",NA,NA,NA
"3252","OG0003880",NA,NA,NA
"3253","OG0003881",NA,NA,NA
"3256","OG0003884",NA,NA,NA
"3258","OG0003887",NA,NA,NA
"3259","OG0003888",NA,NA,NA
"3260","OG0003890",NA,NA,NA
"3261","OG0003891",NA,NA,NA
"3263","OG0003893",NA,NA,NA
"3264","OG0003894",NA,NA,NA
"3266","OG0003896",NA,NA,NA
"3270","OG0003901",NA,NA,NA
"3271","OG0003902",NA,NA,NA
"3272","OG0003903",NA,NA,NA
"3273","OG0003904",NA,NA,NA
"3274","OG0003905",NA,NA,NA
"3276","OG0003907","TF","bHLH",NA
"3277","OG0003908",NA,NA,NA
"3279","OG0003910",NA,NA,NA
"3280","OG0003911",NA,NA,NA
"3281","OG0003912",NA,NA,NA
"3282","OG0003913",NA,NA,NA
"3283","OG0003914",NA,NA,NA
"3286","OG0003917",NA,NA,NA
"3289","OG0003920",NA,NA,NA
"3290","OG0003921",NA,NA,NA
"3291","OG0003922",NA,NA,NA
"3293","OG0003924",NA,NA,NA
"3296","OG0003928",NA,NA,NA
"3297","OG0003929",NA,NA,NA
"3298","OG0003930",NA,NA,NA
"3299","OG0003931",NA,NA,NA
"3301","OG0003933",NA,NA,NA
"3303","OG0003935",NA,NA,NA
"3305","OG0003937",NA,NA,NA
"3307","OG0003939",NA,NA,NA
"3309","OG0003941",NA,NA,NA
"3310","OG0003942",NA,NA,NA
"3311","OG0003943",NA,NA,NA
"3312","OG0003944",NA,NA,NA
"3313","OG0003945",NA,NA,NA
"3314","OG0003946",NA,NA,NA
"3315","OG0003947",NA,NA,NA
"3316","OG0003948",NA,NA,NA
"3319","OG0003952",NA,NA,NA
"3320","OG0003953",NA,NA,NA
"3323","OG0003956",NA,NA,NA
"3325","OG0003958",NA,NA,NA
"3326","OG0003959",NA,NA,NA
"3327","OG0003960",NA,NA,NA
"3328","OG0003961",NA,NA,NA
"3329","OG0003962",NA,NA,NA
"3330","OG0003963",NA,NA,NA
"3332","OG0003965",NA,NA,NA
"3333","OG0003966","photosynthesis",NA,NA
"3334","OG0003967",NA,NA,NA
"3335","OG0003968",NA,NA,NA
"3337","OG0003970",NA,NA,NA
"3339","OG0003973",NA,NA,NA
"3340","OG0003974",NA,NA,NA
"3341","OG0003975",NA,NA,NA
"3342","OG0003976",NA,NA,NA
"3344","OG0003978",NA,NA,NA
"3345","OG0003980",NA,NA,NA
"3346","OG0003981",NA,NA,NA
"3349","OG0003986",NA,NA,NA
"3350","OG0003988",NA,NA,NA
"3351","OG0003989",NA,NA,NA
"3353","OG0003992","photosynthesis","photorespiration",NA
"3356","OG0003995",NA,NA,NA
"3357","OG0003996",NA,NA,NA
"3358","OG0003997",NA,NA,NA
"3359","OG0003998",NA,NA,NA
"3360","OG0003999",NA,NA,NA
"3361","OG0004000","TF","C2H2",NA
"3362","OG0004001",NA,NA,NA
"3363","OG0004002",NA,NA,NA
"3364","OG0004003",NA,NA,NA
"3365","OG0004004",NA,NA,NA
"3366","OG0004005",NA,NA,NA
"3367","OG0004006",NA,NA,NA
"3368","OG0004007",NA,NA,NA
"3369","OG0004008",NA,NA,NA
"3370","OG0004009",NA,NA,NA
"3371","OG0004010",NA,NA,NA
"3372","OG0004011",NA,NA,NA
"3373","OG0004012",NA,NA,NA
"3374","OG0004014",NA,NA,NA
"3375","OG0004015",NA,NA,NA
"3376","OG0004016",NA,NA,NA
"3380","OG0004020","TF","bZIP",NA
"3381","OG0004021",NA,NA,NA
"3383","OG0004023",NA,NA,NA
"3385","OG0004025",NA,NA,NA
"3386","OG0004026",NA,NA,NA
"3387","OG0004027",NA,NA,NA
"3388","OG0004028",NA,NA,NA
"3389","OG0004029",NA,NA,NA
"3390","OG0004030",NA,NA,NA
"3391","OG0004031",NA,NA,NA
"3392","OG0004032",NA,NA,NA
"3393","OG0004033",NA,NA,NA
"3394","OG0004034",NA,NA,NA
"3395","OG0004035","cell wall development",NA,"cellulose biosynthesis"
"3397","OG0004038",NA,NA,NA
"3399","OG0004040",NA,NA,NA
"3400","OG0004041","photosynthesis","photorespiration",NA
"3401","OG0004042",NA,NA,NA
"3402","OG0004043",NA,NA,NA
"3403","OG0004044",NA,NA,NA
"3404","OG0004045",NA,NA,NA
"3405","OG0004046",NA,NA,NA
"3406","OG0004047",NA,NA,NA
"3407","OG0004048",NA,NA,NA
"3410","OG0004051",NA,NA,NA
"3413","OG0004054",NA,NA,NA
"3414","OG0004055",NA,NA,NA
"3415","OG0004056",NA,NA,NA
"3416","OG0004057",NA,NA,NA
"3417","OG0004061","photosynthesis","photorespiration",NA
"3418","OG0004062",NA,NA,NA
"3419","OG0004063",NA,NA,NA
"3420","OG0004066",NA,NA,NA
"3421","OG0004067",NA,NA,NA
"3422","OG0004071",NA,NA,NA
"3423","OG0004073",NA,NA,NA
"3425","OG0004075",NA,NA,NA
"3428","OG0004134",NA,NA,NA
"3429","OG0004135",NA,NA,NA
"3431","OG0004139",NA,NA,NA
"3432","OG0004140",NA,NA,NA
"3433","OG0004141",NA,NA,NA
"3435","OG0004143",NA,NA,NA
"3436","OG0004144",NA,NA,NA
"3437","OG0004145",NA,NA,NA
"3438","OG0004146",NA,NA,NA
"3439","OG0004147",NA,NA,NA
"3440","OG0004148","cell wall development",NA,"cellulose biosynthesis"
"3441","OG0004149",NA,NA,NA
"3443","OG0004153",NA,NA,NA
"3444","OG0004154",NA,NA,NA
"3445","OG0004155",NA,NA,NA
"3447","OG0004157",NA,NA,NA
"3449","OG0004160",NA,NA,NA
"3450","OG0004161",NA,NA,NA
"3452","OG0004163",NA,NA,NA
"3453","OG0004164","TF","Trihelix",NA
"3454","OG0004165",NA,NA,NA
"3456","OG0004167","cell wall development","MYB","lignin biosynthesis"
"3457","OG0004168",NA,NA,NA
"3458","OG0004169",NA,NA,NA
"3459","OG0004172",NA,NA,NA
"3460","OG0004173",NA,NA,NA
"3461","OG0004177",NA,NA,NA
"3462","OG0004178",NA,NA,NA
"3463","OG0004180",NA,NA,NA
"3464","OG0004181",NA,NA,NA
"3465","OG0004182",NA,NA,NA
"3466","OG0004184",NA,NA,NA
"3467","OG0004185",NA,NA,NA
"3468","OG0004187",NA,NA,NA
"3469","OG0004188",NA,NA,NA
"3470","OG0004189",NA,NA,NA
"3471","OG0004191",NA,NA,NA
"3472","OG0004192",NA,NA,NA
"3474","OG0004194",NA,NA,NA
"3475","OG0004195",NA,NA,NA
"3477","OG0004198",NA,NA,NA
"3479","OG0004200",NA,NA,NA
"3480","OG0004201","cell wall development",NA,"cellulose biosynthesis"
"3481","OG0004202",NA,NA,NA
"3482","OG0004203",NA,NA,NA
"3483","OG0004204",NA,NA,NA
"3484","OG0004205",NA,NA,NA
"3485","OG0004207","TF","MYB",NA
"3486","OG0004208",NA,NA,NA
"3487","OG0004209","TF","HD-ZIP",NA
"3489","OG0004211",NA,NA,NA
"3491","OG0004215",NA,NA,NA
"3492","OG0004216",NA,NA,NA
"3493","OG0004218",NA,NA,NA
"3494","OG0004219",NA,NA,NA
"3498","OG0004223",NA,NA,NA
"3499","OG0004224",NA,NA,NA
"3500","OG0004225",NA,NA,NA
"3501","OG0004226","cell wall development",NA,"lignin biosynthesis"
"3502","OG0004229",NA,NA,NA
"3503","OG0004230",NA,NA,NA
"3506","OG0004234",NA,NA,NA
"3508","OG0004236",NA,NA,NA
"3509","OG0004237",NA,NA,NA
"3510","OG0004238",NA,NA,NA
"3512","OG0004240",NA,NA,NA
"3513","OG0004242","cell wall development",NA,"lignin biosynthesis"
"3514","OG0004243",NA,NA,NA
"3515","OG0004244",NA,NA,NA
"3516","OG0004245",NA,NA,NA
"3517","OG0004246",NA,NA,NA
"3520","OG0004250",NA,NA,NA
"3521","OG0004251",NA,NA,NA
"3522","OG0004252",NA,NA,NA
"3524","OG0004255","TF","NAC",NA
"3526","OG0004258",NA,NA,NA
"3527","OG0004259",NA,NA,NA
"3528","OG0004260",NA,NA,NA
"3529","OG0004261",NA,NA,NA
"3532","OG0004265",NA,NA,NA
"3533","OG0004266",NA,NA,NA
"3534","OG0004267",NA,NA,NA
"3535","OG0004268",NA,NA,NA
"3537","OG0004270",NA,NA,NA
"3538","OG0004271",NA,NA,NA
"3539","OG0004272",NA,NA,NA
"3540","OG0004273",NA,NA,NA
"3541","OG0004274",NA,NA,NA
"3542","OG0004275",NA,NA,NA
"3543","OG0004276",NA,NA,NA
"3546","OG0004281",NA,NA,NA
"3547","OG0004282",NA,NA,NA
"3549","OG0004284",NA,NA,NA
"3550","OG0004285",NA,NA,NA
"3551","OG0004286",NA,NA,NA
"3552","OG0004287",NA,NA,NA
"3553","OG0004288",NA,NA,NA
"3554","OG0004289",NA,NA,NA
"3555","OG0004290",NA,NA,NA
"3556","OG0004291","TF","WRKY",NA
"3557","OG0004292",NA,NA,NA
"3558","OG0004293",NA,NA,NA
"3559","OG0004294","photosynthesis","photorespiration",NA
"3561","OG0004297",NA,NA,NA
"3562","OG0004298",NA,NA,NA
"3563","OG0004299",NA,NA,NA
"3570","OG0004307",NA,NA,NA
"3571","OG0004308",NA,NA,NA
"3573","OG0004310",NA,NA,NA
"3574","OG0004311","TF","MYB",NA
"3577","OG0004314",NA,NA,NA
"3578","OG0004316",NA,NA,NA
"3580","OG0004318","photosynthesis",NA,NA
"3581","OG0004319",NA,NA,NA
"3582","OG0004320",NA,NA,NA
"3583","OG0004321",NA,NA,NA
"3584","OG0004322",NA,NA,NA
"3585","OG0004324",NA,NA,NA
"3586","OG0004325",NA,NA,NA
"3587","OG0004327",NA,NA,NA
"3588","OG0004328",NA,NA,NA
"3589","OG0004329","TF","ARF",NA
"3590","OG0004330",NA,NA,NA
"3591","OG0004331",NA,NA,NA
"3592","OG0004332","TF","C3H",NA
"3593","OG0004333",NA,NA,NA
"3594","OG0004334",NA,NA,NA
"3596","OG0004337",NA,NA,NA
"3597","OG0004338",NA,NA,NA
"3598","OG0004339",NA,NA,NA
"3599","OG0004340",NA,NA,NA
"3602","OG0004343","cell wall development",NA,"suberin biosynthesis"
"3603","OG0004344",NA,NA,NA
"3604","OG0004345",NA,NA,NA
"3605","OG0004346",NA,NA,NA
"3606","OG0004347",NA,NA,NA
"3607","OG0004348",NA,NA,NA
"3608","OG0004349",NA,NA,NA
"3609","OG0004350",NA,NA,NA
"3610","OG0004351",NA,NA,NA
"3611","OG0004352",NA,NA,NA
"3612","OG0004353",NA,NA,NA
"3613","OG0004355",NA,NA,NA
"3614","OG0004357",NA,NA,NA
"3615","OG0004358",NA,NA,NA
"3616","OG0004359",NA,NA,NA
"3617","OG0004360",NA,NA,NA
"3618","OG0004361",NA,NA,NA
"3620","OG0004363",NA,NA,NA
"3622","OG0004365",NA,NA,NA
"3623","OG0004366",NA,NA,NA
